Name,Status,Launch Service Provider,Rocket,Mission,Net,Pad
Atlas V 551 | NROL-107 (Silent Barker),Launch Successful,United Launch Alliance,Atlas V 551,NROL-107 (Silent Barker),09/10/2023 8:47 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Falcon 9 Block 5 | Starlink Group 7-2,Launch Successful,SpaceX,Falcon 9,Starlink Group 7-2,09/12/2023 2:57 a.m.,"Space Launch Complex 4E | Vandenberg SFB, CA, USA"
Firefly Alpha | FLTA003 (VICTUS NOX),Launch Successful,Firefly Aerospace,Firefly Alpha,FLTA003 (VICTUS NOX),09/14/2023 10:28 p.m.,"Space Launch Complex 2W | Vandenberg SFB, CA, USA"
Soyuz 2.1a | Soyuz MS-24,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz 2.1a,Soyuz MS-24,09/15/2023 11:44 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Falcon 9 Block 5 | Starlink Group 6-16,Launch Successful,SpaceX,Falcon 9,Starlink Group 6-16,09/15/2023 11:38 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA"
Long March 2D | Yaogan 39 Group 02,Launch Successful,China Aerospace Science and Technology Corporation,Long March 2D,Yaogan 39 Group 02,09/17/2023 12:13 a.m.,"Launch Complex 3 (LC-3/LA-1) | Xichang Satellite Launch Center, People's Republic of China"
Electron | We Will Never Desert You (Capella Acadia 2),Launch Failure,Rocket Lab,Electron,We Will Never Desert You (Capella Acadia 2),09/19/2023 2:55 a.m.,"Rocket Lab Launch Complex 1B | Onenui Station, Mahia Peninsula, New Zealand"
Falcon 9 Block 5 | Starlink Group 6-17,Launch Successful,SpaceX,Falcon 9,Starlink Group 6-17,09/19/2023 11:38 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA"
Ceres-1 | Jilin-1 High Resolution 04B,Launch Failure,Galactic Energy,Ceres-1,Jilin-1 High Resolution 04B,09/21/2023 12:59 a.m.,"Launch Area 95A | Jiuquan Satellite Launch Center, People's Republic of China"
Falcon 9 Block 5 | Starlink Group 6-18,Launch Successful,SpaceX,Falcon 9,Starlink Group 6-18,09/23/2023 11:38 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA"
Falcon 9 Block 5 | Starlink Group 7-3,Launch Successful,SpaceX,Falcon 9,Starlink Group 7-3,09/25/2023 4:48 a.m.,"Space Launch Complex 4E | Vandenberg SFB, CA, USA"
Long March 4C | Yaogan 33-04,Launch Successful,China Aerospace Science and Technology Corporation,Long March 4C,Yaogan 33-04,09/26/2023 4:15 p.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China"
Qased | Noor-3,Launch Successful,Islamic Revolutionary Guard Corps Aerospace Force,Qased,Noor-3,09/27/2023 2 a.m.,"Launch Platform | Shahrud Missile Test Site, Islamic Republic of Iran"
Falcon 9 Block 5 | Starlink Group 6-19,Launch Successful,SpaceX,Falcon 9,Starlink Group 6-19,09/29/2023 10 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA"
Long March 2D | Yaogan 39 Group 03,Launch Successful,China Aerospace Science and Technology Corporation,Long March 2D,Yaogan 39 Group 03,10/04/2023 8:24 p.m.,"Launch Complex 3 (LC-3/LA-1) | Xichang Satellite Launch Center, People's Republic of China"
Falcon 9 Block 5 | Starlink Group 6-21,Launch Successful,SpaceX,Falcon 9,Starlink Group 6-21,10/05/2023 1:36 a.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA"
SpaceShipTwo | Galactic 04,Launch Successful,Virgin Galactic,SpaceShipTwo,Galactic 04,10/06/2023 12:10 p.m.,Spaceport America | Air launch to Suborbital flight
Atlas V 501 | Project Kuiper Protoflight Mission (Atlas V #1),Launch Successful,United Launch Alliance,Atlas V 501,Project Kuiper Protoflight Mission (Atlas V #1),10/06/2023 2:06 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Miura 1 | SN1 Test Flight,Launch Successful,Payload Aerospace S.L.,Miura 1,SN1 Test Flight,10/06/2023 8:19 p.m.,Médano del Loro | El Arenosillo Test Centre
"Vega | THEOS-2, TRITON & others",Launch Successful,Arianespace,Vega,"THEOS-2, TRITON & others",10/08/2023 9:36 p.m.,"Ariane Launch Area 1 | Guiana Space Centre, French Guiana"
Falcon 9 Block 5 | Starlink Group 7-4,Launch Successful,SpaceX,Falcon 9,Starlink Group 7-4,10/09/2023 3:43 a.m.,"Space Launch Complex 4E | Vandenberg SFB, CA, USA"
Falcon Heavy | Psyche,Launch Successful,SpaceX,Falcon Heavy,Psyche,10/13/2023 10:19 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA"
